district,percent of tot. population in poverty,state
113,18.5,pennsylvania
114,11.2,pennsylvania
115,12.4,pennsylvania
116,14.1,pennsylvania
117,9.2,pennsylvania
118,9.9,pennsylvania
119,15.2,pennsylvania
120,13.4,pennsylvania
121,20.9,pennsylvania
122,11.5,pennsylvania
123,19.0,pennsylvania
124,9.9,pennsylvania
125,10.0,pennsylvania
126,19.9,pennsylvania
127,29.4,pennsylvania
128,5.6,pennsylvania
129,5.9,pennsylvania
130,5.8,pennsylvania
131,5.2,pennsylvania
132,21.7,pennsylvania
133,10.5,pennsylvania
134,5.5,pennsylvania
135,15.6,pennsylvania
136,9.1,pennsylvania
137,5.9,pennsylvania
138,5.5,pennsylvania
139,8.5,pennsylvania
140,7.5,pennsylvania
141,9.7,pennsylvania
142,4.7,pennsylvania
143,4.5,pennsylvania
144,4.5,pennsylvania
145,6.6,pennsylvania
146,6.2,pennsylvania
147,5.0,pennsylvania
148,3.6,pennsylvania
149,6.1,pennsylvania
150,3.9,pennsylvania
151,3.1,pennsylvania
152,5.1,pennsylvania
153,6.2,pennsylvania
154,6.6,pennsylvania
155,3.7,pennsylvania
156,9.8,pennsylvania
157,5.1,pennsylvania
158,5.1,pennsylvania
159,25.0,pennsylvania
160,4.0,pennsylvania
161,5.7,pennsylvania
162,11.9,pennsylvania
163,8.3,pennsylvania
164,17.0,pennsylvania
165,3.4,pennsylvania
166,4.6,pennsylvania
167,3.4,pennsylvania
168,3.9,pennsylvania
169,6.4,pennsylvania
170,11.9,pennsylvania
171,8.0,pennsylvania
172,14.9,pennsylvania
173,16.1,pennsylvania
174,13.8,pennsylvania
175,15.9,pennsylvania
176,8.7,pennsylvania
177,16.1,pennsylvania
178,2.9,pennsylvania
179,32.1,pennsylvania
180,44.1,pennsylvania
181,36.1,pennsylvania
182,11.1,pennsylvania
183,7.0,pennsylvania
184,18.5,pennsylvania
185,18.1,pennsylvania
186,16.7,pennsylvania
187,4.8,pennsylvania
188,28.2,pennsylvania
189,12.0,pennsylvania
190,33.2,pennsylvania
191,28.4,pennsylvania
192,26.9,pennsylvania
193,7.1,pennsylvania
194,10.3,pennsylvania
195,29.2,pennsylvania
196,5.6,pennsylvania
197,42.1,pennsylvania
198,30.1,pennsylvania
199,8.5,pennsylvania
200,10.2,pennsylvania
201,29.6,pennsylvania
202,21.0,pennsylvania
203,23.6,pennsylvania
1,13.6,rhode island
2,30.2,rhode island
3,26.8,rhode island
4,13.1,rhode island
5,13.8,rhode island
6,19.4,rhode island
7,9.4,rhode island
8,22.2,rhode island
9,31.8,rhode island
10,33.5,rhode island
11,22.4,rhode island
12,30.9,rhode island
13,17.8,rhode island
14,12.1,rhode island
15,7.4,rhode island
16,4.0,rhode island
17,8.0,rhode island
18,9.8,rhode island
19,7.5,rhode island
20,9.0,rhode island
21,7.4,rhode island
22,5.7,rhode island
23,6.1,rhode island
24,5.9,rhode island
25,12.7,rhode island
26,14.5,rhode island
27,12.5,rhode island
28,9.2,rhode island
29,2.9,rhode island
30,4.4,rhode island
31,12.8,rhode island
32,3.7,rhode island
33,8.5,rhode island
34,17.7,rhode island
35,5.8,rhode island
36,6.5,rhode island
37,7.7,rhode island
38,5.5,rhode island
39,4.0,rhode island
40,5.2,rhode island
41,2.7,rhode island
42,4.1,rhode island
43,10.2,rhode island
44,3.9,rhode island
45,9.3,rhode island
46,5.9,rhode island
47,7.2,rhode island
48,6.6,rhode island
49,26.2,rhode island
50,15.2,rhode island
51,20.1,rhode island
52,2.1,rhode island
53,2.6,rhode island
54,13.7,rhode island
55,10.9,rhode island
56,33.5,rhode island
57,14.4,rhode island
58,18.8,rhode island
59,17.6,rhode island
60,15.1,rhode island
61,7.0,rhode island
62,11.1,rhode island
63,8.8,rhode island
64,9.7,rhode island
65,11.7,rhode island
66,5.0,rhode island
67,7.9,rhode island
68,8.3,rhode island
69,6.2,rhode island
70,7.2,rhode island
71,3.9,rhode island
72,4.1,rhode island
73,18.3,rhode island
74,4.7,rhode island
75,9.6,rhode island
1,15.7,south carolina
2,14.9,south carolina
3,29.9,south carolina
4,9.7,south carolina
5,10.9,south carolina
6,11.7,south carolina
7,15.0,south carolina
8,13.6,south carolina
9,13.6,south carolina
10,12.9,south carolina
11,19.7,south carolina
12,27.0,south carolina
13,12.5,south carolina
14,20.1,south carolina
15,16.2,south carolina
16,15.6,south carolina
17,10.4,south carolina
18,10.1,south carolina
19,18.7,south carolina
20,8.3,south carolina
21,4.9,south carolina
22,6.6,south carolina
23,25.3,south carolina
24,8.9,south carolina
25,22.9,south carolina
26,4.8,south carolina
27,5.9,south carolina
28,8.7,south carolina
29,13.5,south carolina
30,19.4,south carolina
31,30.3,south carolina
32,14.4,south carolina
33,14.9,south carolina
34,15.5,south carolina
35,5.2,south carolina
36,11.4,south carolina
37,11.0,south carolina
38,12.0,south carolina
39,17.0,south carolina
40,17.5,south carolina
41,17.0,south carolina
42,17.8,south carolina
43,14.4,south carolina
44,18.8,south carolina
45,8.0,south carolina
46,10.0,south carolina
47,9.7,south carolina
48,6.7,south carolina
49,18.5,south carolina
50,19.8,south carolina
51,26.7,south carolina
52,17.4,south carolina
53,20.5,south carolina
54,27.9,south carolina
55,30.5,south carolina
56,14.1,south carolina
57,23.6,south carolina
58,17.1,south carolina
59,25.4,south carolina
60,13.8,south carolina
61,23.3,south carolina
62,24.5,south carolina
63,8.8,south carolina
64,23.2,south carolina
65,13.8,south carolina
66,26.4,south carolina
67,11.0,south carolina
68,13.4,south carolina
69,7.6,south carolina
70,17.6,south carolina
71,7.1,south carolina
72,35.8,south carolina
73,20.7,south carolina
74,28.7,south carolina
75,10.0,south carolina
76,22.5,south carolina
77,14.6,south carolina
78,12.2,south carolina
79,6.6,south carolina
80,13.3,south carolina
81,9.7,south carolina
82,20.3,south carolina
83,12.6,south carolina
84,15.1,south carolina
85,5.0,south carolina
86,13.6,south carolina
87,5.9,south carolina
88,12.2,south carolina
89,18.3,south carolina
90,18.7,south carolina
91,27.2,south carolina
92,9.6,south carolina
93,21.7,south carolina
94,14.1,south carolina
95,20.9,south carolina
96,18.6,south carolina
97,14.3,south carolina
98,6.5,south carolina
99,6.5,south carolina
100,10.8,south carolina
101,23.5,south carolina
102,19.5,south carolina
103,21.7,south carolina
104,9.9,south carolina
105,19.9,south carolina
106,7.2,south carolina
107,19.3,south carolina
108,9.9,south carolina
109,23.1,south carolina
110,10.5,south carolina
111,23.7,south carolina
112,5.7,south carolina
113,22.9,south carolina
114,6.9,south carolina
115,7.3,south carolina
116,11.3,south carolina
117,16.8,south carolina
118,8.9,south carolina
119,7.6,south carolina
120,9.6,south carolina
121,17.7,south carolina
122,19.2,south carolina
123,6.9,south carolina
124,9.0,south carolina
1,17.3,tennessee
2,15.5,tennessee
3,16.4,tennessee
4,18.7,tennessee
5,16.1,tennessee
6,13.2,tennessee
7,17.3,tennessee
8,9.2,tennessee
9,19.0,tennessee
10,17.0,tennessee
11,19.3,tennessee
12,15.2,tennessee
13,19.8,tennessee
14,3.8,tennessee
15,35.0,tennessee
16,10.7,tennessee
17,12.1,tennessee
18,9.0,tennessee
19,9.3,tennessee
20,10.3,tennessee
21,13.7,tennessee
22,12.5,tennessee
23,16.7,tennessee
24,17.9,tennessee
25,13.4,tennessee
26,6.0,tennessee
27,10.5,tennessee
28,25.2,tennessee
29,8.9,tennessee
30,13.4,tennessee
31,18.8,tennessee
32,13.2,tennessee
33,16.2,tennessee
34,6.0,tennessee
35,19.9,tennessee
36,18.2,tennessee
37,11.8,tennessee
38,20.5,tennessee
39,14.5,tennessee
40,12.7,tennessee
41,19.0,tennessee
42,17.5,tennessee
43,18.3,tennessee
44,13.4,tennessee
45,6.6,tennessee
46,15.0,tennessee
47,15.1,tennessee
48,15.7,tennessee
49,8.9,tennessee
50,9.1,tennessee
51,14.1,tennessee
52,16.2,tennessee
53,12.6,tennessee
54,18.0,tennessee
55,9.9,tennessee
56,5.5,tennessee
57,4.6,tennessee
58,27.6,tennessee
59,19.2,tennessee
60,9.6,tennessee
61,4.4,tennessee
62,13.5,tennessee
63,3.1,tennessee
64,7.3,tennessee
65,6.7,tennessee
66,11.2,tennessee
67,14.2,tennessee
68,9.7,tennessee
69,15.5,tennessee
70,15.5,tennessee
71,17.2,tennessee
72,18.1,tennessee
73,12.9,tennessee
74,14.6,tennessee
75,18.1,tennessee
76,20.4,tennessee
77,17.7,tennessee
78,9.6,tennessee
79,16.1,tennessee
80,27.1,tennessee
81,11.6,tennessee
82,18.1,tennessee
83,6.8,tennessee
84,18.2,tennessee
85,17.4,tennessee
86,26.6,tennessee
87,28.0,tennessee
88,26.2,tennessee
89,8.3,tennessee
90,33.2,tennessee
91,32.1,tennessee
92,15.4,tennessee
93,30.0,tennessee
94,14.8,tennessee
95,2.4,tennessee
96,7.0,tennessee
97,10.8,tennessee
98,27.5,tennessee
99,5.5,tennessee
1,17.0,texas
2,13.3,texas
3,11.0,texas
4,12.7,texas
5,14.5,texas
6,14.1,texas
7,16.9,texas
8,14.4,texas
9,17.8,texas
10,8.9,texas
11,17.4,texas
12,22.5,texas
13,11.5,texas
14,26.4,texas
15,4.8,texas
16,12.5,texas
17,13.0,texas
18,16.6,texas
19,16.8,texas
20,7.8,texas
21,12.2,texas
22,21.7,texas
23,15.9,texas
24,7.0,texas
25,12.4,texas
26,6.5,texas
27,7.7,texas
28,6.5,texas
29,6.1,texas
30,16.1,texas
31,24.2,texas
32,13.6,texas
33,5.0,texas
34,19.1,texas
35,32.2,texas
36,27.5,texas
37,31.7,texas
38,23.2,texas
39,28.5,texas
40,30.0,texas
41,22.1,texas
42,26.2,texas
43,19.6,texas
44,9.2,texas
45,12.7,texas
46,16.3,texas
47,5.1,texas
48,7.2,texas
49,17.6,texas
50,8.4,texas
51,15.2,texas
52,6.7,texas
53,12.0,texas
54,12.0,texas
55,16.4,texas
56,13.5,texas
57,17.6,texas
58,10.7,texas
59,14.1,texas
60,12.3,texas
61,8.9,texas
62,12.2,texas
63,4.4,texas
64,12.4,texas
65,8.4,texas
66,6.4,texas
67,7.7,texas
68,15.2,texas
69,16.4,texas
70,6.3,texas
71,13.9,texas
72,13.0,texas
73,7.5,texas
74,21.7,texas
75,17.7,texas
76,26.1,texas
77,25.9,texas
78,14.1,texas
79,15.1,texas
80,24.5,texas
81,12.7,texas
82,10.4,texas
83,13.0,texas
84,23.6,texas
85,11.7,texas
86,10.8,texas
87,17.3,texas
88,15.8,texas
89,4.9,texas
90,22.4,texas
91,8.8,texas
92,8.0,texas
93,8.9,texas
94,12.4,texas
95,21.7,texas
96,7.0,texas
97,12.5,texas
98,3.6,texas
99,8.7,texas
100,22.3,texas
101,13.5,texas
102,13.5,texas
103,16.5,texas
104,19.8,texas
105,11.3,texas
106,5.5,texas
107,11.9,texas
108,10.6,texas
109,15.6,texas
110,26.2,texas
111,17.7,texas
112,10.1,texas
113,10.8,texas
114,12.2,texas
115,6.8,texas
116,22.3,texas
117,12.8,texas
118,17.4,texas
119,18.5,texas
120,18.9,texas
121,10.9,texas
122,6.0,texas
123,20.4,texas
124,11.3,texas
125,19.3,texas
126,13.1,texas
127,7.6,texas
128,11.5,texas
129,9.4,texas
130,4.7,texas
131,19.4,texas
132,6.8,texas
133,8.6,texas
134,6.3,texas
135,8.2,texas
136,5.3,texas
137,27.9,texas
138,12.9,texas
139,19.4,texas
140,29.6,texas
141,25.7,texas
142,19.8,texas
143,22.7,texas
144,21.2,texas
145,20.4,texas
146,25.7,texas
147,20.3,texas
148,20.3,texas
149,15.6,texas
150,8.0,texas
1,8.0,utah
2,5.3,utah
3,14.0,utah
4,25.7,utah
5,5.9,utah
6,5.1,utah
7,7.5,utah
8,8.3,utah
9,12.1,utah
10,13.1,utah
11,5.9,utah
12,4.9,utah
13,4.2,utah
14,9.7,utah
15,6.0,utah
16,6.0,utah
17,4.8,utah
18,2.9,utah
19,5.2,utah
20,4.8,utah
21,6.7,utah
22,8.9,utah
23,20.5,utah
24,15.4,utah
25,17.3,utah
26,18.5,utah
27,3.6,utah
28,7.1,utah
29,6.5,utah
30,11.3,utah
31,11.0,utah
32,2.6,utah
33,13.6,utah
34,9.5,utah
35,16.0,utah
36,3.4,utah
37,5.4,utah
38,9.4,utah
39,8.8,utah
40,10.9,utah
41,3.2,utah
42,3.5,utah
43,6.0,utah
44,9.3,utah
45,5.8,utah
46,6.7,utah
47,7.2,utah
48,12.7,utah
49,4.0,utah
50,2.9,utah
51,5.3,utah
52,3.9,utah
53,4.0,utah
54,5.0,utah
55,12.7,utah
56,6.7,utah
57,6.6,utah
58,13.7,utah
59,10.0,utah
60,10.7,utah
61,14.4,utah
62,8.1,utah
63,49.4,utah
64,14.9,utah
65,4.2,utah
66,6.2,utah
67,6.7,utah
68,7.3,utah
69,15.4,utah
70,14.5,utah
71,11.1,utah
72,17.9,utah
73,16.2,utah
74,8.7,utah
75,12.7,utah
addison-2,6.2,vermont
addison-5,5.0,vermont
addison-rutland,10.3,vermont
bennington-1,12.8,vermont
bennington-3,3.0,vermont
bennington-rutland,9.6,vermont
chittenden-1,2.3,vermont
chittenden-4-1,1.8,vermont
chittenden-4-2,9.4,vermont
chittenden-5-1,7.8,vermont
chittenden-5-2,3.2,vermont
chittenden-6-2,11.4,vermont
chittenden-6-6,53.2,vermont
chittenden-7-1,3.0,vermont
chittenden-7-2,1.3,vermont
chittenden-7-3,14.0,vermont
chittenden-7-4,6.1,vermont
chittenden-8-3,1.8,vermont
caledonia-1,9.5,vermont
caledonia-2,5.1,vermont
caledonia-washington,9.1,vermont
essex-caledonia,14.6,vermont
essex-caledonia-orleans,13.1,vermont
franklin-1,6.2,vermont
franklin-2,3.7,vermont
franklin-6,5.7,vermont
franklin-7,16.0,vermont
franklin-3-2,13.7,vermont
lamoille-1,12.2,vermont
lamoille-3,9.8,vermont
orange-caledonia,10.1,vermont
orleans-lamoille,8.5,vermont
orange-2,9.1,vermont
rutland-1,10.4,vermont
rutland-4,11.4,vermont
rutland-bennington,11.3,vermont
rutland-windsor-1,3.8,vermont
rutland-5-1,10.2,vermont
rutland-5-2,11.8,vermont
rutland-5-3,21.1,vermont
rutland-5-4,9.7,vermont
rutland-windsor-2,10.0,vermont
windham-1,6.0,vermont
windham-5,8.4,vermont
windham-6,9.8,vermont
windham-2-1,14.4,vermont
windham-2-2,20.0,vermont
windham-2-3,26.6,vermont
washington-5,3.1,vermont
washington-6,10.5,vermont
windham-bennington-windsor,6.2,vermont
windham-bennington,10.5,vermont
windsor-2,7.4,vermont
windsor-5,5.8,vermont
windsor-rutland,8.3,vermont
windsor-3-1,9.3,vermont
windsor-4-1,3.1,vermont
windsor-orange-1,12.2,vermont
1,13.4,west virginia
2,14.3,west virginia
3,14.4,west virginia
4,14.9,west virginia
5,19.5,west virginia
6,13.6,west virginia
7,13.2,west virginia
8,12.2,west virginia
9,14.5,west virginia
10,17.7,west virginia
11,21.5,west virginia
12,15.1,west virginia
13,17.3,west virginia
14,12.9,west virginia
15,6.7,west virginia
16,25.7,west virginia
17,23.9,west virginia
18,11.0,west virginia
19,19.7,west virginia
20,28.2,west virginia
21,26.9,west virginia
22,17.1,west virginia
23,19.2,west virginia
24,24.9,west virginia
25,19.4,west virginia
26,31.3,west virginia
27,18.3,west virginia
28,15.0,west virginia
29,21.9,west virginia
30,20.0,west virginia
31,24.9,west virginia
32,22.9,west virginia
33,24.5,west virginia
34,18.5,west virginia
35,17.1,west virginia
36,14.8,west virginia
37,36.5,west virginia
38,9.8,west virginia
39,19.0,west virginia
40,10.8,west virginia
41,16.9,west virginia
42,17.2,west virginia
43,17.1,west virginia
44,25.8,west virginia
45,18.9,west virginia
46,17.8,west virginia
47,20.4,west virginia
48,14.4,west virginia
49,15.4,west virginia
50,15.7,west virginia
51,20.8,west virginia
52,16.3,west virginia
53,12.0,west virginia
54,11.0,west virginia
55,15.4,west virginia
56,15.2,west virginia
57,13.6,west virginia
58,10.7,west virginia
59,5.1,west virginia
60,8.8,west virginia
61,23.6,west virginia
62,6.3,west virginia
63,12.5,west virginia
64,7.6,west virginia
65,11.2,west virginia
66,9.0,west virginia
67,7.9,west virginia
1,7.0,wisconsin
2,5.9,wisconsin
3,5.0,wisconsin
4,7.7,wisconsin
5,5.4,wisconsin
6,9.7,wisconsin
7,11.7,wisconsin
8,36.4,wisconsin
9,22.4,wisconsin
10,24.7,wisconsin
11,28.1,wisconsin
12,20.8,wisconsin
13,7.9,wisconsin
14,3.9,wisconsin
15,8.1,wisconsin
16,38.6,wisconsin
17,22.5,wisconsin
18,33.4,wisconsin
19,18.5,wisconsin
20,9.1,wisconsin
21,8.8,wisconsin
22,4.0,wisconsin
23,3.6,wisconsin
24,5.9,wisconsin
25,10.3,wisconsin
26,8.6,wisconsin
27,5.5,wisconsin
28,8.9,wisconsin
29,9.7,wisconsin
30,6.9,wisconsin
31,8.2,wisconsin
32,6.7,wisconsin
33,6.9,wisconsin
34,8.3,wisconsin
35,10.4,wisconsin
36,12.8,wisconsin
37,8.5,wisconsin
38,6.2,wisconsin
39,7.7,wisconsin
40,8.4,wisconsin
41,10.7,wisconsin
42,6.2,wisconsin
43,14.3,wisconsin
44,12.3,wisconsin
45,14.2,wisconsin
46,5.3,wisconsin
47,8.2,wisconsin
48,10.7,wisconsin
49,15.1,wisconsin
50,13.0,wisconsin
51,9.6,wisconsin
52,8.9,wisconsin
53,7.1,wisconsin
54,17.3,wisconsin
55,9.1,wisconsin
56,5.1,wisconsin
57,12.3,wisconsin
58,6.0,wisconsin
59,5.8,wisconsin
60,4.7,wisconsin
61,6.8,wisconsin
62,7.6,wisconsin
63,9.1,wisconsin
64,10.8,wisconsin
65,18.6,wisconsin
66,23.7,wisconsin
67,9.7,wisconsin
68,10.4,wisconsin
69,10.1,wisconsin
70,8.0,wisconsin
71,12.1,wisconsin
72,10.8,wisconsin
73,12.2,wisconsin
74,13.5,wisconsin
75,11.7,wisconsin
76,35.2,wisconsin
77,13.3,wisconsin
78,6.4,wisconsin
79,4.7,wisconsin
80,5.8,wisconsin
81,8.9,wisconsin
82,5.4,wisconsin
83,2.7,wisconsin
84,7.3,wisconsin
85,12.9,wisconsin
86,5.1,wisconsin
87,11.6,wisconsin
88,8.2,wisconsin
89,8.6,wisconsin
90,19.5,wisconsin
91,16.8,wisconsin
92,9.1,wisconsin
93,6.2,wisconsin
94,4.4,wisconsin
95,21.0,wisconsin
96,13.6,wisconsin
97,10.2,wisconsin
98,6.2,wisconsin
99,4.4,wisconsin
1,10.8,wyoming
2,12.3,wyoming
3,10.9,wyoming
4,10.4,wyoming
5,11.5,wyoming
6,8.8,wyoming
7,1.9,wyoming
8,6.8,wyoming
9,7.2,wyoming
10,8.2,wyoming
11,10.2,wyoming
12,14.6,wyoming
13,37.4,wyoming
14,18.1,wyoming
15,11.8,wyoming
16,6.6,wyoming
17,14.3,wyoming
18,10.3,wyoming
19,7.9,wyoming
20,7.4,wyoming
21,8.2,wyoming
22,5.2,wyoming
23,7.5,wyoming
24,7.0,wyoming
25,8.6,wyoming
26,11.0,wyoming
27,10.4,wyoming
28,12.1,wyoming
29,13.5,wyoming
30,6.8,wyoming
31,17.2,wyoming
32,3.0,wyoming
33,23.9,wyoming
34,10.4,wyoming
35,4.4,wyoming
36,16.2,wyoming
37,8.5,wyoming
38,5.9,wyoming
39,14.4,wyoming
40,15.6,wyoming
41,8.4,wyoming
42,6.5,wyoming
43,10.2,wyoming
44,15.2,wyoming
45,14.6,wyoming
46,14.1,wyoming
47,14.1,wyoming
48,10.9,wyoming
49,11.9,wyoming
50,5.1,wyoming
51,5.1,wyoming
52,12.4,wyoming
53,16.4,wyoming
54,8.3,wyoming
55,13.3,wyoming
56,14.2,wyoming
57,10.9,wyoming
58,9.3,wyoming
59,9.2,wyoming
60,5.6,wyoming
